306484,45,22,16,egoist,0.059999999999999824,23
306296,85,34,5,ethnocentric,0.03000000000000025,13
305664,85,27,3,ethnocentric,0.05000000000000018,25
305960,55,10,19,ethnocentric,0.07999999999999814,5
305451,15,30,1,ethnocentric,0.05000000000000003,47
306273,35,23,17,cosmopolitan,0.06000000000000003,49
306254,75,6,11,altruist,-0.029999999999999978,18
306078,95,32,5,cosmopolitan,-0.00999999999999999,37
306439,95,32,19,ethnocentric,0.010000000000000344,74
306485,65,1,1,ethnocentric,0.030000000000000138,22
306475,45,33,11,egoist,0.13999999999999965,7
306142,95,16,6,ethnocentric,0.20999999999999974,36
306356,35,7,4,cosmopolitan,0.050000000000000044,21
306315,35,18,20,egoist,-2.255140518769849E-16,27
305880,85,34,2,ethnocentric,0.01000000000000026,64
306239,15,5,14,ethnocentric,0.029999999999999888,90
305144,35,29,7,egoist,-0.009999999999999962,6
305893,85,5,19,egoist,0.08000000000000002,62
306145,55,6,14,ethnocentric,0.21999999999999856,5
306426,95,23,10,egoist,-0.00999999999999999,46
306563,55,10,10,ethnocentric,0.19999999999999948,5
305792,45,31,16,egoist,0.14999999999999977,7
306543,55,11,12,ethnocentric,0.029999999999999118,5
306506,95,32,4,cosmopolitan,-0.00999999999999999,37
306373,35,1,16,ethnocentric,-0.009999999999999955,44
306114,55,13,14,ethnocentric,0.08000000000000038,5
306460,55,28,10,altruist,0.02000000000000001,59
306496,75,31,0,egoist,0.11999999999999998,42
306325,45,32,16,egoist,0.14999999999999977,7
306060,95,26,9,egoist,0.01000000000000001,46
306423,65,29,4,egoist,0.11,79
306385,95,26,10,egoist,0.01000000000000001,46
306404,45,0,6,ethnocentric,0.010000000000000024,68
306537,45,33,10,egoist,0.11999999999999968,7
306018,75,29,1,egoist,0.1399999999999999,31
306451,45,7,7,egoist,0.020000000000000018,39
306028,55,7,17,ethnocentric,0.1599999999999987,5
306431,45,20,17,egoist,0.059999999999999824,23
306212,35,26,0,cosmopolitan,0.050000000000000044,51
305648,85,25,13,ethnocentric,0.09000000000000007,26
306125,55,21,9,ethnocentric,0.11000000000000022,38
306454,45,29,13,egoist,0.22999999999999973,7
306138,75,16,12,ethnocentric,0.12000000000000001,20
306516,35,24,18,cosmopolitan,0.040000000000000015,49
306335,65,2,10,ethnocentric,0.12000000000000018,8
306427,85,5,4,egoist,0.12,45
305680,45,31,15,egoist,0.15999999999999964,7
306294,65,6,2,ethnocentric,0.10000000000000002,40
306579,55,12,7,ethnocentric,0.019999999999999983,5
306509,85,24,5,altruist,0.020000000000000018,61
306442,65,3,4,ethnocentric,0.020000000000000136,22
306287,35,2,16,ethnocentric,0.17999999999999947,44
306016,65,7,0,ethnocentric,0.010000000000000052,89
306465,55,7,14,ethnocentric,0.2099999999999985,5
306459,35,29,2,egoist,0.10999999999999999,57
305522,45,26,16,ethnocentric,0.03999999999999923,19
305995,55,12,16,ethnocentric,0.039999999999999286,5
306162,65,2,9,ethnocentric,0.030000000000000124,8
305918,55,16,10,ethnocentric,0.1199999999999999,5
305594,45,26,14,ethnocentric,-8.153200337090993E-16,19
306116,55,14,12,ethnocentric,0.07000000000000041,5
306229,75,33,2,egoist,0.15999999999999998,83
306432,45,15,5,ethnocentric,0.13999999999999893,9
306564,55,22,10,ethnocentric,0.13000000000000014,38
306072,45,31,18,egoist,0.14999999999999977,7
306168,15,27,15,egoist,1.0408340855860843E-17,43
305537,85,25,3,ethnocentric,0.040000000000000153,25
305861,55,10,15,ethnocentric,0.06999999999999945,5
306554,35,18,17,egoist,-2.255140518769849E-16,65
306497,35,3,16,ethnocentric,0.17999999999999947,44
306320,85,27,1,ethnocentric,0.030000000000000034,25
306213,45,27,19,ethnocentric,0.07999999999999949,4
306081,85,24,0,ethnocentric,0.10000000000000009,25
306525,45,25,15,ethnocentric,-7.667477763817487E-16,19
306272,35,21,20,egoist,-2.255140518769849E-16,27
306120,35,3,12,ethnocentric,0.13000000000000012,58
305216,85,33,6,ethnocentric,0.06000000000000026,13
306048,55,13,16,ethnocentric,0.019999999999999275,5
305402,85,28,8,ethnocentric,3.122502256758253E-17,12
306014,55,7,16,ethnocentric,0.24999999999999808,5
306437,45,15,2,ethnocentric,0.0699999999999989,9
306341,65,4,3,ethnocentric,0.03000000000000013,22
306561,95,16,4,ethnocentric,0.18999999999999975,36
306015,45,29,17,egoist,0.14999999999999977,7
306198,35,14,5,ethnocentric,0.09000000000000001,17
306092,45,9,6,egoist,0.12000000000000004,28
306394,55,5,17,ethnocentric,0.22999999999999815,5
306435,75,15,11,ethnocentric,0.09000000000000005,20
306520,95,20,5,ethnocentric,0.11999999999999997,63
305998,55,6,12,ethnocentric,0.19999999999999868,72
306267,15,6,9,egoist,0.03000000000000002,2
306507,35,20,20,egoist,-2.255140518769849E-16,27
306301,35,31,4,egoist,0.07000000000000003,57
306565,55,6,18,ethnocentric,0.15999999999999848,5
306474,55,12,12,ethnocentric,0.15999999999999967,5
306567,85,26,13,ethnocentric,0.07000000000000006,26
306305,55,22,11,ethnocentric,0.060000000000000185,38
306313,45,31,19,egoist,0.14999999999999977,7
305992,65,32,1,cosmopolitan,-0.009999999999999983,77
306170,85,23,4,ethnocentric,0.020000000000000136,25
306551,75,34,12,egoist,0.11,75
305368,55,13,13,ethnocentric,0.04000000000000039,5
306479,15,2,6,egoist,0.03000000000000011,2
306463,85,32,8,ethnocentric,0.020000000000000247,13
305928,95,33,3,cosmopolitan,-0.019999999999999976,78
305791,55,13,10,ethnocentric,0.18999999999999953,5
306461,95,15,6,ethnocentric,0.18999999999999975,36
306588,45,34,15,egoist,0.09999999999999971,29
306400,65,22,5,altruist,0.02000000000000001,48
305450,65,9,0,ethnocentric,0.08000000000000004,14
306240,15,6,7,egoist,0.0700000000000001,2
306264,35,9,2,ethnocentric,0.06000000000000009,53
306477,55,20,8,ethnocentric,0.0900000000000002,38
306349,75,19,10,ethnocentric,0.05000000000000028,67
306421,65,16,16,egoist,0.11,84
306006,45,34,20,altruist,0.09000000000000001,55
304673,55,22,8,ethnocentric,0.14000000000000015,38
306118,45,14,4,ethnocentric,0.09999999999999921,9
306203,35,28,5,egoist,0.10999999999999999,6
305564,35,1,13,ethnocentric,0.1399999999999995,82
306489,35,1,15,ethnocentric,0.15999999999999948,44
306429,75,19,11,ethnocentric,0.05000000000000028,67
306574,55,14,15,ethnocentric,0.07000000000000042,5
305536,55,5,16,ethnocentric,0.1799999999999981,5
305484,75,31,2,egoist,0.07999999999999997,42
306113,55,7,20,altruist,0.1100000000000001,16
305850,35,31,3,egoist,0.11000000000000001,57
305476,55,15,15,ethnocentric,2.949029909160572E-16,5
306053,95,19,5,ethnocentric,0.11999999999999997,63
305064,95,26,11,egoist,0.030000000000000006,46
306452,35,8,0,ethnocentric,0.0400000000000001,76
306594,85,23,1,ethnocentric,0.09000000000000008,25
305926,35,18,18,egoist,-2.255140518769849E-16,65
306457,45,14,2,ethnocentric,0.14999999999999872,9
305500,65,2,7,ethnocentric,8.673617379884035E-17,8
306275,15,4,11,altruist,0.05000000000000002,81
306133,35,9,4,ethnocentric,0.040000000000000056,53
305563,55,11,15,ethnocentric,0.10999999999999943,5
306321,75,31,1,egoist,0.11999999999999998,42
305898,85,24,7,altruist,0.030000000000000054,70
306192,45,13,2,ethnocentric,0.11999999999999905,9
306581,45,28,16,egoist,0.14999999999999977,7
306443,55,16,11,ethnocentric,0.07999999999999989,5
305572,65,8,8,egoist,0.05000000000000006,69
306420,75,21,11,egoist,0.11,73
306318,35,2,17,ethnocentric,0.04000000000000001,44
306035,55,17,10,ethnocentric,0.09999999999999991,5
304132,55,10,17,ethnocentric,0.1399999999999982,5
306540,75,16,7,ethnocentric,0.07000000000000008,11
306019,35,26,7,egoist,0.030000000000000054,60
306606,45,19,17,egoist,0.059999999999999824,23
305921,35,9,3,ethnocentric,0.09000000000000008,53
306278,75,15,12,ethnocentric,0.11000000000000006,20
305881,95,20,7,ethnocentric,0.11000000000000001,63
306205,95,22,3,ethnocentric,0.08000000000000008,30
306009,35,25,0,cosmopolitan,0.05000000000000002,51
306282,85,23,3,ethnocentric,0.030000000000000054,25
305815,85,28,11,ethnocentric,0.07000000000000008,50
305830,45,30,16,egoist,0.14999999999999977,7
306361,85,23,0,ethnocentric,0.06000000000000005,25
306380,65,2,4,ethnocentric,0.07000000000000015,22
306306,45,29,18,egoist,0.20999999999999974,7
306242,55,10,12,ethnocentric,0.049999999999999115,5
306458,55,12,9,ethnocentric,0.16999999999999965,5
305233,45,29,16,egoist,0.14999999999999977,7
306111,45,26,18,ethnocentric,0.06999999999999941,4
305765,55,14,11,ethnocentric,0.16999999999999993,5
305973,65,2,12,ethnocentric,0.12000000000000015,8
306194,85,34,6,ethnocentric,0.06000000000000025,13
305916,45,21,17,egoist,0.019999999999999775,23
306599,75,21,12,egoist,0.11,73
305993,65,11,2,ethnocentric,0.02000000000000006,14
306589,85,8,6,egoist,0.1,32
306522,85,25,7,altruist,0.030000000000000054,70
305346,35,30,4,egoist,0.07000000000000003,57
306268,65,3,1,ethnocentric,0.060000000000000143,22
306409,75,18,13,ethnocentric,0.010000000000000142,20
306438,85,5,20,egoist,0.08000000000000002,62
306500,35,7,5,cosmopolitan,0.010000000000000038,21
306410,85,33,7,ethnocentric,0.06000000000000028,13
306160,15,4,8,egoist,0.05000000000000009,2
306445,95,20,0,ethnocentric,-0.009999999999999927,30
306215,35,23,18,cosmopolitan,0.06000000000000001,49
305695,65,10,2,ethnocentric,0.03000000000000006,14
306155,45,10,7,egoist,0.06000000000000006,28
305428,45,14,3,ethnocentric,0.05999999999999919,9
306478,45,0,7,ethnocentric,0.010000000000000024,68
306471,45,31,9,egoist,0.11999999999999968,7
306584,35,28,6,egoist,-0.009999999999999962,6
304850,35,4,17,ethnocentric,-0.009999999999999948,44
306515,85,34,4,ethnocentric,0.06000000000000019,13
306351,65,33,1,cosmopolitan,1.3877787807814457E-17,77
306312,65,28,19,ethnocentric,0.08,88
306010,15,4,14,ethnocentric,0.03999999999999988,90
306527,35,1,19,ethnocentric,0.05000000000000002,44
306237,35,8,4,ethnocentric,0.0700000000000001,53
306598,15,4,9,egoist,0.05000000000000009,2
306498,55,10,16,ethnocentric,0.07999999999999932,5
304031,85,24,2,ethnocentric,0.0800000000000001,25
305527,35,1,17,ethnocentric,0.05,44
306257,35,17,20,egoist,-2.255140518769849E-16,27
305679,35,8,3,ethnocentric,0.10000000000000012,53
305179,85,33,4,ethnocentric,0.06000000000000019,13
306276,15,4,6,egoist,0.03000000000000011,2
306502,45,0,12,ethnocentric,0.020000000000000094,1
306593,65,21,4,altruist,0.01000000000000001,48
306402,55,6,16,ethnocentric,0.1799999999999981,5
306214,55,6,20,ethnocentric,0.139999999999998,5
306464,45,33,13,egoist,0.1199999999999997,7
306549,75,17,12,ethnocentric,0.15000000000000008,20
306317,65,21,3,altruist,1.0408340855860843E-17,48
306425,75,34,13,egoist,0.11,75
306499,45,10,8,egoist,0.06000000000000006,28
306523,85,22,0,ethnocentric,0.040000000000000056,25
306041,15,29,0,ethnocentric,0.06000000000000006,47
306504,55,30,10,altruist,0.030000000000000013,59
306398,95,32,18,ethnocentric,0.010000000000000344,74
305878,35,21,19,egoist,-2.255140518769849E-16,27
306266,45,18,1,ethnocentric,0.10999999999999942,10
306542,95,16,1,altruist,0.1,86
306482,55,22,12,ethnocentric,0.060000000000000185,38
306274,85,25,8,altruist,0.020000000000000052,70
306218,65,6,3,ethnocentric,0.18999999999999995,40
306476,95,12,0,ethnocentric,0.06000000000000003,35
306070,35,29,6,egoist,-0.009999999999999962,6
304867,75,16,9,ethnocentric,0.1399999999999992,11
306250,45,0,1,ethnocentric,0.11000000000000003,24
306367,15,3,8,egoist,0.03000000000000011,2
306601,45,34,19,altruist,0.09000000000000001,55
306228,45,23,16,egoist,0.07999999999999982,23
305866,55,9,15,ethnocentric,0.16999999999999857,5
306559,95,22,2,ethnocentric,0.05000000000000007,30
306587,55,12,8,ethnocentric,0.07000000000000002,5
305124,85,23,5,altruist,0.04000000000000002,61
306590,55,10,18,ethnocentric,0.1399999999999982,5
305327,75,18,7,ethnocentric,0.13999999999999999,11
305201,55,8,13,ethnocentric,0.15999999999999903,5
306586,35,14,6,ethnocentric,0.09000000000000001,17
305673,45,0,2,ethnocentric,0.11000000000000001,24
306480,55,13,9,ethnocentric,0.18999999999999953,5
305186,45,30,18,egoist,0.20999999999999974,7
306583,15,30,0,ethnocentric,0.06000000000000006,47
306369,45,11,7,egoist,0.06000000000000006,28
306311,45,25,16,ethnocentric,0.019999999999999234,19
306099,15,3,6,egoist,0.03000000000000011,2
306513,75,7,12,altruist,0.02000000000000001,66
306556,65,30,20,egoist,0.030000000000000013,34
304979,35,3,15,ethnocentric,0.2599999999999995,44
304059,35,4,15,ethnocentric,0.15999999999999945,44
306462,35,31,5,egoist,0.09000000000000004,57
306596,35,25,11,cosmopolitan,0.03,56
306530,55,12,13,ethnocentric,0.040000000000000355,5
305324,45,19,1,ethnocentric,0.02000000000000004,10
305835,45,32,10,egoist,0.11999999999999968,7
306546,45,32,20,altruist,0.09000000000000001,55
306088,95,24,10,egoist,-0.00999999999999999,46
305266,35,1,18,ethnocentric,0.05000000000000002,44
306027,55,21,8,ethnocentric,0.11000000000000021,38
306110,85,34,1,ethnocentric,0.04000000000000026,64
306529,45,18,0,ethnocentric,0.08999999999999941,10
306338,45,27,20,ethnocentric,0.04999999999999949,4
306293,35,25,12,cosmopolitan,0.03,56
305331,55,11,16,ethnocentric,0.07999999999999932,5
306391,65,11,0,ethnocentric,0.030000000000000047,14
306524,85,23,13,ethnocentric,0.03000000000000002,26
304483,55,11,10,ethnocentric,0.19999999999999948,5
306029,75,7,13,altruist,0.02000000000000001,66
306533,65,15,16,egoist,0.11,84
306374,15,16,18,ethnocentric,0.07000000000000003,85
306528,45,31,10,egoist,0.15999999999999964,7
305707,95,19,6,ethnocentric,0.10999999999999996,63
306505,45,0,3,ethnocentric,0.11000000000000001,24
306249,55,8,17,ethnocentric,0.1899999999999987,5
306494,95,18,4,ethnocentric,0.029999999999999943,63
305581,55,13,11,ethnocentric,0.12999999999999984,5
306541,35,4,12,ethnocentric,0.1500000000000001,58
305024,65,2,2,ethnocentric,0.07000000000000016,22
306576,65,3,10,ethnocentric,0.12000000000000018,8
306201,45,33,17,egoist,0.09999999999999971,91
305706,65,3,3,ethnocentric,0.04000000000000013,22
306094,55,8,15,ethnocentric,0.15999999999999867,5
306207,85,26,2,ethnocentric,0.0700000000000001,25
305781,85,5,3,egoist,0.09999999999999999,45
306469,75,19,7,ethnocentric,0.050000000000000155,11
306084,45,31,13,egoist,0.1399999999999997,7
306441,45,21,16,egoist,-2.255140518769849E-16,23
306292,55,14,14,ethnocentric,0.07000000000000042,5
306553,75,17,14,ethnocentric,-0.009999999999999858,20
306512,45,25,14,ethnocentric,-8.153200337090993E-16,19
306605,85,24,4,ethnocentric,0.020000000000000136,25
306387,65,2,1,ethnocentric,0.07000000000000015,22
306032,35,6,8,cosmopolitan,0.010000000000000031,33
305575,95,21,7,ethnocentric,0.08000000000000007,63
305284,45,22,18,ethnocentric,0.08999999999999878,93
306346,85,32,7,ethnocentric,0.040000000000000244,13
306535,15,3,7,egoist,0.03000000000000011,2
306330,15,27,16,egoist,1.0408340855860843E-17,43
306571,55,12,17,ethnocentric,0.12999999999999823,5
306517,55,13,12,ethnocentric,0.09000000000000041,5
304882,65,33,0,cosmopolitan,0.020000000000000018,77
306418,95,17,1,altruist,0.1,86
306585,45,13,4,ethnocentric,0.09999999999999921,9
306468,35,27,5,egoist,0.10999999999999999,6
306495,65,10,1,ethnocentric,0.07000000000000006,14
306109,55,29,11,altruist,0.02000000000000001,59
306424,75,33,8,ethnocentric,0.11,15
306518,55,14,10,ethnocentric,0.16999999999999993,5
306165,45,33,20,altruist,0.09000000000000001,55
305388,35,6,4,cosmopolitan,3.8163916471489756E-17,21
306180,85,27,2,ethnocentric,0.07000000000000019,25
306372,45,31,11,egoist,0.15999999999999964,7
306286,55,30,11,altruist,0.030000000000000013,59
305277,95,32,15,ethnocentric,0.01000000000000033,41
306557,15,3,11,altruist,0.05000000000000002,81
305651,65,28,18,ethnocentric,0.09000000000000001,88
306434,85,21,15,ethnocentric,0.06000000000000009,26
306052,55,26,17,egoist,0.040000000000000015,80
306265,35,8,1,ethnocentric,0.0400000000000001,76
306334,45,13,3,ethnocentric,0.049999999999999184,9
306466,85,27,8,ethnocentric,3.122502256758253E-17,12
306196,55,13,8,ethnocentric,0.07000000000000002,5
305279,55,7,19,altruist,0.1300000000000001,16
306430,45,9,8,egoist,0.10000000000000005,28
306503,45,11,8,egoist,0.06000000000000006,28
306383,85,34,0,ethnocentric,0.020000000000000254,64
306329,55,29,10,altruist,0.02000000000000001,59
306488,35,3,14,ethnocentric,0.23999999999999952,44
306539,65,1,2,ethnocentric,0.07000000000000016,22
306492,35,4,16,ethnocentric,0.15999999999999945,44
305857,95,6,0,egoist,0.10999999999999993,54
306363,35,28,2,egoist,0.10999999999999999,57
306328,95,12,1,ethnocentric,0.06000000000000003,35
306467,65,20,3,altruist,1.0408340855860843E-17,48
306360,85,23,6,altruist,-0.009999999999999976,61
305972,45,31,12,egoist,0.13999999999999968,7
306384,35,32,3,egoist,0.13,57
305751,45,26,19,ethnocentric,0.06999999999999953,4
306450,55,9,11,ethnocentric,0.08999999999999912,5
306568,35,10,4,ethnocentric,0.040000000000000056,53
306230,15,30,2,ethnocentric,0.040000000000000036,47
306362,55,7,18,ethnocentric,0.17999999999999847,5
305945,75,17,13,ethnocentric,-0.009999999999999858,20
306314,45,30,17,egoist,0.14999999999999977,7
306508,65,2,8,ethnocentric,0.030000000000000124,8
306470,45,26,20,ethnocentric,0.0699999999999995,4
305464,95,16,5,ethnocentric,0.18999999999999975,36
305948,45,15,1,ethnocentric,0.0899999999999989,9
306224,85,8,7,egoist,0.1,32
305291,45,9,7,egoist,0.10000000000000005,28
306570,15,28,15,egoist,1.0408340855860843E-17,43
306066,55,8,18,ethnocentric,0.16999999999999846,5
306519,85,34,7,ethnocentric,0.06000000000000025,13
305414,55,14,8,ethnocentric,0.10000000000000013,5
306080,95,19,4,ethnocentric,0.04999999999999995,63
305823,75,17,11,ethnocentric,0.1100000000000001,20
306487,95,27,10,egoist,0.01000000000000001,46
306101,75,15,9,ethnocentric,0.11999999999999918,11
306412,95,20,1,ethnocentric,-0.009999999999999927,30
305526,55,8,14,ethnocentric,0.1899999999999985,5
306211,45,20,16,egoist,-2.255140518769849E-16,23
306591,55,6,17,ethnocentric,0.1599999999999987,5
306021,45,29,19,egoist,0.20999999999999974,7
306269,45,19,18,egoist,0.059999999999999824,23
306544,95,25,9,egoist,0.01000000000000001,46
306280,45,32,13,egoist,0.1199999999999997,7
306572,75,16,13,ethnocentric,0.12000000000000001,20
305775,45,25,18,ethnocentric,0.019999999999999386,4
306444,65,2,5,ethnocentric,0.07000000000000015,22
306536,65,11,1,ethnocentric,0.010000000000000045,14
306491,65,2,13,ethnocentric,0.12000000000000015,8
306446,55,11,13,ethnocentric,0.06999999999999945,5
306079,85,4,4,egoist,0.09999999999999999,45
306309,55,11,9,ethnocentric,0.19999999999999954,5
306332,45,12,4,ethnocentric,-5.169475958410885E-16,9
306129,75,17,9,ethnocentric,0.15999999999999923,11
305567,65,3,2,ethnocentric,0.12000000000000018,22
306354,55,12,14,ethnocentric,0.040000000000000355,5
305874,45,7,8,egoist,0.04000000000000002,39
306248,95,22,1,ethnocentric,0.03000000000000007,30
306051,65,9,1,ethnocentric,0.050000000000000044,14
306337,95,21,6,ethnocentric,0.07000000000000008,63
306303,45,22,20,ethnocentric,0.20999999999999883,52
306493,55,8,12,ethnocentric,0.03999999999999912,5
306555,55,16,15,ethnocentric,2.949029909160572E-16,5
306389,45,30,14,egoist,0.22999999999999973,7
305426,45,20,18,egoist,0.059999999999999824,23
306260,55,12,10,ethnocentric,0.20999999999999963,5
306073,65,29,20,egoist,0.030000000000000013,34
306252,55,15,10,ethnocentric,0.11999999999999984,5
306547,55,20,10,ethnocentric,0.08000000000000021,38
305903,15,4,10,ethnocentric,-0.020000000000000254,92
306526,15,16,19,ethnocentric,0.09000000000000004,85
306183,55,9,13,ethnocentric,0.14999999999999902,5
306105,55,30,13,altruist,-0.00999999999999999,71
306253,45,33,19,altruist,0.08000000000000002,55
305836,95,32,17,ethnocentric,0.010000000000000344,74
306121,55,9,20,ethnocentric,0.15999999999999848,5
306514,15,5,7,egoist,0.0700000000000001,2
306381,35,3,17,ethnocentric,5.204170427930421E-17,44
306128,75,17,7,ethnocentric,0.09000000000000008,11
306569,55,14,7,ethnocentric,0.10000000000000013,5
305846,85,25,2,ethnocentric,0.11000000000000011,25
306365,55,11,17,ethnocentric,0.14999999999999822,5
306428,95,25,10,egoist,-0.00999999999999999,46
305818,15,3,9,egoist,0.0500000000000001,2
305523,55,9,16,ethnocentric,0.15999999999999842,5
305754,35,19,19,egoist,-2.255140518769849E-16,27
306258,55,21,10,ethnocentric,0.08000000000000021,38
306534,55,6,15,ethnocentric,0.15999999999999812,5
305923,45,0,13,ethnocentric,0.020000000000000094,1
306154,35,5,15,ethnocentric,0.059999999999999894,44
306548,35,27,7,egoist,0.030000000000000054,60
305550,95,27,13,cosmopolitan,-0.010000000000000004,94
306136,85,27,12,ethnocentric,0.10000000000000005,50
306358,65,28,20,egoist,0.05000000000000001,34
306298,55,23,8,ethnocentric,0.12000000000000016,38
305851,55,15,8,ethnocentric,0.11999999999999995,5
306560,35,24,17,cosmopolitan,0.06000000000000003,49
306091,55,9,12,ethnocentric,0.059999999999999123,5
305328,45,31,17,egoist,0.14999999999999977,7
305669,65,32,0,cosmopolitan,0.030000000000000013,77
306473,95,7,1,egoist,0.10999999999999993,54
306416,65,12,15,ethnocentric,0.11,87
305760,35,2,15,ethnocentric,0.17999999999999947,44
306573,65,1,7,ethnocentric,8.673617379884035E-17,8
306501,35,8,5,ethnocentric,0.0500000000000001,53
306167,45,34,14,egoist,0.09999999999999971,29
306200,55,12,11,ethnocentric,0.17999999999999966,5
304567,55,9,17,ethnocentric,0.2899999999999986,5
306436,85,26,8,altruist,0.020000000000000052,70
306472,55,15,7,ethnocentric,0.09999999999999995,5
306531,35,30,3,egoist,0.07000000000000003,57
305913,85,27,4,ethnocentric,0.040000000000000174,25
306347,55,11,14,ethnocentric,0.10999999999999946,5
306281,45,21,18,egoist,0.03999999999999978,23
306295,15,3,5,egoist,0.03000000000000011,2
306144,35,20,19,egoist,-2.255140518769849E-16,27
305964,45,29,14,egoist,0.20999999999999974,7
306184,45,31,14,egoist,0.15999999999999964,7
306231,15,29,15,egoist,1.0408340855860843E-17,43
306558,45,32,14,egoist,0.15999999999999964,7
306550,15,5,6,egoist,0.03000000000000011,2
306456,55,6,19,ethnocentric,0.139999999999998,5
306538,55,10,20,ethnocentric,0.07999999999999814,5
306106,15,15,18,ethnocentric,0.08000000000000002,85
306455,85,26,3,ethnocentric,0.05000000000000018,25
306336,35,5,8,cosmopolitan,0.010000000000000038,33
305126,55,22,9,ethnocentric,0.13000000000000014,38
303555,45,32,11,egoist,0.13999999999999965,7
305954,75,18,9,ethnocentric,0.03000000000000011,11
305803,75,19,8,ethnocentric,0.050000000000000155,11
305607,65,2,11,ethnocentric,0.18,8
305826,15,15,19,ethnocentric,0.05,85
306597,85,27,11,ethnocentric,0.07000000000000008,50
305736,85,24,1,ethnocentric,0.09000000000000008,25
306283,35,19,20,egoist,-2.255140518769849E-16,27
306447,45,12,3,ethnocentric,0.049999999999999184,9
305939,85,25,1,ethnocentric,0.14999999999999997,25
306580,35,29,8,egoist,-0.009999999999999962,6
306562,45,30,19,egoist,0.20999999999999974,7
306005,75,6,13,altruist,0.02000000000000001,66
306433,85,23,14,ethnocentric,0.030000000000000082,26
305867,95,23,9,egoist,-0.00999999999999999,46
306532,65,3,0,ethnocentric,0.060000000000000143,22
306122,55,8,16,ethnocentric,0.1799999999999984,5
306343,55,13,7,ethnocentric,0.03999999999999998,5
306578,95,26,12,egoist,0.05,46
306379,45,32,9,egoist,0.11999999999999968,7
306307,55,10,14,ethnocentric,0.06999999999999944,5
305868,35,29,3,egoist,0.10999999999999999,57
306448,45,9,5,egoist,0.12000000000000004,28
306483,75,34,8,ethnocentric,0.11,15
305187,75,18,8,ethnocentric,0.09000000000000016,11
306600,15,14,19,ethnocentric,0.05,85
306370,75,27,0,egoist,0.17999999999999988,31
305932,95,21,1,ethnocentric,0.010000000000000071,30
304762,45,14,1,ethnocentric,0.12999999999999873,9
306481,45,0,0,ethnocentric,0.09000000000000002,24
306521,15,15,17,ethnocentric,0.040000000000000015,85
306552,95,33,15,ethnocentric,0.01000000000000033,41
306545,85,26,4,ethnocentric,0.040000000000000174,25
306181,85,26,1,ethnocentric,0.10000000000000005,25
306288,75,18,6,ethnocentric,0.09000000000000007,11
306030,65,22,4,altruist,0.01000000000000001,48
306124,85,23,15,ethnocentric,0.050000000000000086,26
305725,55,9,10,ethnocentric,0.06999999999999912,5
306602,65,27,18,ethnocentric,0.09000000000000001,88
306089,85,24,13,ethnocentric,0.05000000000000002,26
306366,75,17,8,ethnocentric,0.07000000000000013,11
306566,35,28,3,egoist,0.10999999999999999,57
305796,35,7,3,cosmopolitan,0.01000000000000001,21
306350,55,10,13,ethnocentric,0.129999999999999,5
306453,45,31,20,egoist,0.14999999999999977,7
306399,55,13,15,ethnocentric,0.029999999999999284,5
306411,55,8,20,altruist,0.09000000000000008,16
306449,55,9,18,ethnocentric,0.2699999999999986,5
306604,15,5,9,egoist,0.03000000000000002,2
306179,45,15,4,ethnocentric,0.15999999999999892,9
305970,15,4,7,egoist,0.03000000000000011,2
306486,95,21,5,ethnocentric,0.05000000000000007,63
306575,35,7,2,cosmopolitan,0.01000000000000001,21
306510,85,33,5,ethnocentric,0.06000000000000026,13
306511,75,28,1,egoist,0.1399999999999999,31
306195,95,6,1,egoist,0.10999999999999993,54
304920,65,10,0,ethnocentric,0.05000000000000006,14
306595,85,28,12,ethnocentric,0.12000000000000005,50
305665,45,18,2,ethnocentric,0.009999999999999386,10
306577,55,14,13,ethnocentric,0.04000000000000039,5
306327,85,22,15,ethnocentric,0.06000000000000009,26
306226,85,24,3,ethnocentric,0.07000000000000016,25
305819,75,28,0,egoist,0.1399999999999999,31
305752,35,2,14,ethnocentric,0.15999999999999984,44
306440,65,8,9,egoist,0.05000000000000006,69
306490,55,5,12,ethnocentric,0.19999999999999868,72
306582,35,16,20,egoist,-2.255140518769849E-16,27
306592,85,25,4,ethnocentric,0.040000000000000153,25
306603,55,13,17,ethnocentric,0.019999999999999275,5
304703,15,28,17,egoist,1.0408340855860843E-17,3
306244,95,20,6,ethnocentric,0.13999999999999996,63
